id_client,id,product,place_purchase,gross_price,net_price,timestamp
f3afea952b2a40109df9ba1145d8376c-104,3884,Z,tienda-3,13446,10892,"Mon, 24 Jan 2022 00:00:00 GMT"
f3afea952b2a40109df9ba1145d8376c-104,3883,Z,tienda-2,14720,11924,"Fri, 28 Jan 2022 00:00:00 GMT"
f3afea952b2a40109df9ba1145d8376c-104,3882,Z,tienda-2,9371,7591,"Sun, 23 Jan 2022 00:00:00 GMT"
f3afea952b2a40109df9ba1145d8376c-104,3881,Z,tienda-1,10685,8655,"Mon, 17 Jan 2022 00:00:00 GMT"
f3afea952b2a40109df9ba1145d8376c-104,3880,Z,tienda-2,13219,10708,"Wed, 26 Jan 2022 00:00:00 GMT"
f3afea952b2a40109df9ba1145d8376c-104,3879,Z,tienda-1,9639,7808,"Sat, 15 Jan 2022 00:00:00 GMT"
f3afea952b2a40109df9ba1145d8376c-104,3878,X,tienda-3,125724,101837,"Tue, 11 Jan 2022 00:00:00 GMT"
f3afea952b2a40109df9ba1145d8376c-104,3877,Z,tienda-1,13787,11168,"Sun, 16 Jan 2022 00:00:00 GMT"
f3afea952b2a40109df9ba1145d8376c-104,3876,X,tienda-3,136769,110783,"Sun, 16 Jan 2022 00:00:00 GMT"
f3afea952b2a40109df9ba1145d8376c-104,3875,Z,tienda-1,9930,8044,"Sun, 16 Jan 2022 00:00:00 GMT"
f3afea952b2a40109df9ba1145d8376c-104,3874,Z,tienda-1,13996,11337,"Fri, 28 Jan 2022 00:00:00 GMT"
f3afea952b2a40109df9ba1145d8376c-104,3873,X,tienda-2,117744,95373,"Wed, 05 Jan 2022 00:00:00 GMT"
f3afea952b2a40109df9ba1145d8376c-104,3872,Z,tienda-3,11692,9471,"Sun, 23 Jan 2022 00:00:00 GMT"
f3afea952b2a40109df9ba1145d8376c-104,3871,X,tienda-3,141790,114850,"Tue, 04 Jan 2022 00:00:00 GMT"
f3afea952b2a40109df9ba1145d8376c-104,3870,Z,tienda-1,12871,10426,"Mon, 17 Jan 2022 00:00:00 GMT"
f3afea952b2a40109df9ba1145d8376c-104,3869,Y,tienda-3,57698,46736,"Wed, 12 Jan 2022 00:00:00 GMT"
f3afea952b2a40109df9ba1145d8376c-104,3868,Y,tienda-2,62667,50761,"Tue, 11 Jan 2022 00:00:00 GMT"
f3afea952b2a40109df9ba1145d8376c-104,3867,Z,tienda-3,8840,7161,"Wed, 26 Jan 2022 00:00:00 GMT"
f3afea952b2a40109df9ba1145d8376c-104,3866,Z,tienda-3,14245,11539,"Sat, 29 Jan 2022 00:00:00 GMT"
f3afea952b2a40109df9ba1145d8376c-104,3865,X,tienda-2,126530,102490,"Sat, 15 Jan 2022 00:00:00 GMT"
f3afea952b2a40109df9ba1145d8376c-104,3864,Z,tienda-2,10191,8255,"Sun, 16 Jan 2022 00:00:00 GMT"
f3afea952b2a40109df9ba1145d8376c-104,3863,Z,tienda-2,9374,7593,"Fri, 21 Jan 2022 00:00:00 GMT"
60b22c57caa0423a8d3591798a72f0a5-103,3862,X,web,133195,107888,"Sun, 16 Jan 2022 00:00:00 GMT"
60b22c57caa0423a8d3591798a72f0a5-103,3861,Y,tienda-3,56759,45975,"Sun, 23 Jan 2022 00:00:00 GMT"
60b22c57caa0423a8d3591798a72f0a5-103,3860,Y,tienda-2,56944,46125,"Sat, 22 Jan 2022 00:00:00 GMT"
60b22c57caa0423a8d3591798a72f0a5-103,3859,Z,tienda-3,12446,10082,"Sun, 16 Jan 2022 00:00:00 GMT"
60b22c57caa0423a8d3591798a72f0a5-103,3858,Z,tienda-3,15638,12667,"Sat, 29 Jan 2022 00:00:00 GMT"
60b22c57caa0423a8d3591798a72f0a5-103,3857,Z,tienda-2,15650,12677,"Mon, 17 Jan 2022 00:00:00 GMT"
60b22c57caa0423a8d3591798a72f0a5-103,3856,Y,tienda-1,59050,47831,"Sun, 09 Jan 2022 00:00:00 GMT"
60b22c57caa0423a8d3591798a72f0a5-103,3855,X,tienda-2,99809,80846,"Fri, 14 Jan 2022 00:00:00 GMT"
60b22c57caa0423a8d3591798a72f0a5-103,3854,X,tienda-1,132885,107637,"Wed, 19 Jan 2022 00:00:00 GMT"
60b22c57caa0423a8d3591798a72f0a5-103,3853,X,tienda-1,107997,87478,"Sat, 15 Jan 2022 00:00:00 GMT"
60b22c57caa0423a8d3591798a72f0a5-103,3852,Z,tienda-2,11233,9099,"Fri, 28 Jan 2022 00:00:00 GMT"
60b22c57caa0423a8d3591798a72f0a5-103,3851,Z,tienda-3,13358,10820,"Mon, 17 Jan 2022 00:00:00 GMT"
60b22c57caa0423a8d3591798a72f0a5-103,3850,Y,tienda-1,70401,57025,"Thu, 20 Jan 2022 00:00:00 GMT"
60b22c57caa0423a8d3591798a72f0a5-103,3849,Z,tienda-2,15408,12481,"Mon, 24 Jan 2022 00:00:00 GMT"
60b22c57caa0423a8d3591798a72f0a5-103,3848,X,tienda-2,106929,86613,"Mon, 10 Jan 2022 00:00:00 GMT"
60b22c57caa0423a8d3591798a72f0a5-103,3847,Z,tienda-1,9019,7306,"Mon, 17 Jan 2022 00:00:00 GMT"
60b22c57caa0423a8d3591798a72f0a5-103,3846,Z,tienda-1,10913,8840,"Fri, 28 Jan 2022 00:00:00 GMT"
60b22c57caa0423a8d3591798a72f0a5-103,3845,Z,tienda-2,14104,11425,"Tue, 25 Jan 2022 00:00:00 GMT"
60b22c57caa0423a8d3591798a72f0a5-103,3844,Z,tienda-1,13766,11151,"Sun, 23 Jan 2022 00:00:00 GMT"
60b22c57caa0423a8d3591798a72f0a5-103,3843,Z,tienda-1,14414,11676,"Fri, 28 Jan 2022 00:00:00 GMT"
60b22c57caa0423a8d3591798a72f0a5-103,3842,Y,tienda-2,66639,53978,"Tue, 25 Jan 2022 00:00:00 GMT"
60b22c57caa0423a8d3591798a72f0a5-103,3841,Z,tienda-1,10464,8476,"Tue, 18 Jan 2022 00:00:00 GMT"
60b22c57caa0423a8d3591798a72f0a5-103,3840,Z,tienda-3,15072,12209,"Fri, 21 Jan 2022 00:00:00 GMT"
60b22c57caa0423a8d3591798a72f0a5-103,3839,X,tienda-3,131661,106646,"Sat, 15 Jan 2022 00:00:00 GMT"
60b22c57caa0423a8d3591798a72f0a5-103,3838,Z,tienda-1,12928,10472,"Sat, 15 Jan 2022 00:00:00 GMT"
60b22c57caa0423a8d3591798a72f0a5-103,3837,X,tienda-2,132866,107622,"Mon, 10 Jan 2022 00:00:00 GMT"
60b22c57caa0423a8d3591798a72f0a5-103,3836,Z,tienda-2,9948,8058,"Sat, 29 Jan 2022 00:00:00 GMT"
60b22c57caa0423a8d3591798a72f0a5-103,3835,X,tienda-3,120546,97643,"Tue, 04 Jan 2022 00:00:00 GMT"
60b22c57caa0423a8d3591798a72f0a5-103,3834,Y,tienda-3,60211,48771,"Sat, 22 Jan 2022 00:00:00 GMT"
60b22c57caa0423a8d3591798a72f0a5-103,3833,Y,tienda-2,64064,51892,"Wed, 26 Jan 2022 00:00:00 GMT"
60b22c57caa0423a8d3591798a72f0a5-103,3832,X,tienda-2,138388,112095,"Sat, 01 Jan 2022 00:00:00 GMT"
60b22c57caa0423a8d3591798a72f0a5-103,3831,X,tienda-2,109086,88360,"Mon, 17 Jan 2022 00:00:00 GMT"
60b22c57caa0423a8d3591798a72f0a5-103,3830,Z,tienda-2,10128,8204,"Tue, 18 Jan 2022 00:00:00 GMT"
60b22c57caa0423a8d3591798a72f0a5-103,3829,Z,tienda-1,10928,8852,"Tue, 18 Jan 2022 00:00:00 GMT"
60b22c57caa0423a8d3591798a72f0a5-103,3828,Z,tienda-3,10171,8239,"Thu, 27 Jan 2022 00:00:00 GMT"
60b22c57caa0423a8d3591798a72f0a5-103,3827,Z,tienda-2,13587,11006,"Sun, 16 Jan 2022 00:00:00 GMT"
60b22c57caa0423a8d3591798a72f0a5-103,3826,Z,tienda-1,11932,9665,"Fri, 28 Jan 2022 00:00:00 GMT"
60b22c57caa0423a8d3591798a72f0a5-103,3825,Z,tienda-1,15297,12391,"Wed, 26 Jan 2022 00:00:00 GMT"
60b22c57caa0423a8d3591798a72f0a5-103,3824,Y,tienda-2,63201,51193,"Sun, 23 Jan 2022 00:00:00 GMT"
60b22c57caa0423a8d3591798a72f0a5-103,3823,Z,tienda-2,12774,10347,"Fri, 28 Jan 2022 00:00:00 GMT"
60b22c57caa0423a8d3591798a72f0a5-103,3822,Z,tienda-2,11703,9480,"Sun, 16 Jan 2022 00:00:00 GMT"
60b22c57caa0423a8d3591798a72f0a5-103,3821,Z,tienda-2,12146,9839,"Mon, 24 Jan 2022 00:00:00 GMT"
60b22c57caa0423a8d3591798a72f0a5-103,3820,Z,tienda-3,10967,8884,"Fri, 28 Jan 2022 00:00:00 GMT"
60b22c57caa0423a8d3591798a72f0a5-103,3819,Z,tienda-3,14664,11878,"Thu, 27 Jan 2022 00:00:00 GMT"
60b22c57caa0423a8d3591798a72f0a5-103,3818,Y,tienda-1,63739,51629,"Fri, 28 Jan 2022 00:00:00 GMT"
60b22c57caa0423a8d3591798a72f0a5-103,3817,Z,tienda-2,8893,7204,"Mon, 24 Jan 2022 00:00:00 GMT"
60b22c57caa0423a8d3591798a72f0a5-103,3816,Z,tienda-3,9385,7602,"Wed, 26 Jan 2022 00:00:00 GMT"
60b22c57caa0423a8d3591798a72f0a5-103,3815,Z,tienda-1,9938,8050,"Tue, 18 Jan 2022 00:00:00 GMT"
60b22c57caa0423a8d3591798a72f0a5-103,3814,Z,tienda-2,14329,11607,"Tue, 18 Jan 2022 00:00:00 GMT"
60b22c57caa0423a8d3591798a72f0a5-103,3813,Z,tienda-1,8860,7177,"Sat, 15 Jan 2022 00:00:00 GMT"
60b22c57caa0423a8d3591798a72f0a5-103,3812,Y,tienda-3,73850,59819,"Fri, 14 Jan 2022 00:00:00 GMT"
60b22c57caa0423a8d3591798a72f0a5-103,3811,Z,tienda-2,9539,7727,"Wed, 26 Jan 2022 00:00:00 GMT"
60b22c57caa0423a8d3591798a72f0a5-103,3810,X,tienda-2,128788,104319,"Sat, 15 Jan 2022 00:00:00 GMT"
60b22c57caa0423a8d3591798a72f0a5-103,3809,Z,tienda-1,12676,10268,"Wed, 26 Jan 2022 00:00:00 GMT"
60b22c57caa0423a8d3591798a72f0a5-103,3808,Z,tienda-2,15043,12185,"Thu, 20 Jan 2022 00:00:00 GMT"
60b22c57caa0423a8d3591798a72f0a5-103,3807,X,tienda-2,143190,115984,"Sun, 02 Jan 2022 00:00:00 GMT"
60b22c57caa0423a8d3591798a72f0a5-103,3806,Z,tienda-3,12949,10489,"Sun, 23 Jan 2022 00:00:00 GMT"
60b22c57caa0423a8d3591798a72f0a5-103,3805,Z,tienda-2,14880,12053,"Thu, 27 Jan 2022 00:00:00 GMT"
60b22c57caa0423a8d3591798a72f0a5-103,3804,Z,tienda-2,9053,7333,"Fri, 21 Jan 2022 00:00:00 GMT"
60b22c57caa0423a8d3591798a72f0a5-103,3803,Z,tienda-3,12745,10324,"Mon, 24 Jan 2022 00:00:00 GMT"
60b22c57caa0423a8d3591798a72f0a5-103,3802,Y,tienda-2,60364,48895,"Thu, 20 Jan 2022 00:00:00 GMT"
9784584fda944adc9e9ec3918a39f2a6-102,3801,Y,web,62099,50301,"Wed, 26 Jan 2022 00:00:00 GMT"
9784584fda944adc9e9ec3918a39f2a6-102,3800,Z,tienda-1,12888,10440,"Thu, 20 Jan 2022 00:00:00 GMT"
9784584fda944adc9e9ec3918a39f2a6-102,3799,Z,tienda-2,15355,12438,"Tue, 18 Jan 2022 00:00:00 GMT"
9784584fda944adc9e9ec3918a39f2a6-102,3798,Z,tienda-3,15099,12231,"Thu, 20 Jan 2022 00:00:00 GMT"
9784584fda944adc9e9ec3918a39f2a6-102,3797,Z,tienda-2,11390,9226,"Thu, 27 Jan 2022 00:00:00 GMT"
9784584fda944adc9e9ec3918a39f2a6-102,3796,Z,tienda-1,14501,11746,"Thu, 27 Jan 2022 00:00:00 GMT"
9784584fda944adc9e9ec3918a39f2a6-102,3795,Z,tienda-3,11311,9162,"Mon, 17 Jan 2022 00:00:00 GMT"
9784584fda944adc9e9ec3918a39f2a6-102,3794,Z,tienda-3,9729,7881,"Fri, 28 Jan 2022 00:00:00 GMT"
9784584fda944adc9e9ec3918a39f2a6-102,3793,X,tienda-2,144895,117365,"Sat, 01 Jan 2022 00:00:00 GMT"
9784584fda944adc9e9ec3918a39f2a6-102,3792,Z,tienda-2,14324,11603,"Wed, 19 Jan 2022 00:00:00 GMT"
9784584fda944adc9e9ec3918a39f2a6-102,3791,Z,tienda-3,14032,11366,"Sat, 15 Jan 2022 00:00:00 GMT"
9784584fda944adc9e9ec3918a39f2a6-102,3790,Z,tienda-2,13443,10889,"Mon, 24 Jan 2022 00:00:00 GMT"
9784584fda944adc9e9ec3918a39f2a6-102,3789,Z,tienda-2,15020,12167,"Sun, 16 Jan 2022 00:00:00 GMT"
9784584fda944adc9e9ec3918a39f2a6-102,3788,X,tienda-1,122780,99452,"Fri, 14 Jan 2022 00:00:00 GMT"
9784584fda944adc9e9ec3918a39f2a6-102,3787,Z,tienda-3,13466,10908,"Fri, 21 Jan 2022 00:00:00 GMT"
9784584fda944adc9e9ec3918a39f2a6-102,3786,Z,tienda-2,10591,8579,"Mon, 17 Jan 2022 00:00:00 GMT"
9784584fda944adc9e9ec3918a39f2a6-102,3785,Z,tienda-3,12479,10108,"Sat, 29 Jan 2022 00:00:00 GMT"
9784584fda944adc9e9ec3918a39f2a6-102,3784,Z,tienda-1,15072,12209,"Wed, 26 Jan 2022 00:00:00 GMT"
9784584fda944adc9e9ec3918a39f2a6-102,3783,Z,tienda-3,12317,9977,"Fri, 21 Jan 2022 00:00:00 GMT"
9784584fda944adc9e9ec3918a39f2a6-102,3782,Z,tienda-3,11113,9002,"Sat, 15 Jan 2022 00:00:00 GMT"
9784584fda944adc9e9ec3918a39f2a6-102,3781,Z,tienda-3,10133,8208,"Mon, 24 Jan 2022 00:00:00 GMT"
9784584fda944adc9e9ec3918a39f2a6-102,3780,Z,tienda-2,13730,11122,"Wed, 19 Jan 2022 00:00:00 GMT"
9784584fda944adc9e9ec3918a39f2a6-102,3779,Z,tienda-3,14655,11871,"Thu, 27 Jan 2022 00:00:00 GMT"
9784584fda944adc9e9ec3918a39f2a6-102,3778,Z,tienda-2,8913,7220,"Mon, 17 Jan 2022 00:00:00 GMT"
9784584fda944adc9e9ec3918a39f2a6-102,3777,Z,tienda-3,9229,7476,"Thu, 27 Jan 2022 00:00:00 GMT"
9784584fda944adc9e9ec3918a39f2a6-102,3776,Z,tienda-2,9187,7442,"Sat, 15 Jan 2022 00:00:00 GMT"
9784584fda944adc9e9ec3918a39f2a6-102,3775,Y,tienda-1,73488,59526,"Wed, 12 Jan 2022 00:00:00 GMT"
9784584fda944adc9e9ec3918a39f2a6-102,3774,Z,tienda-3,11940,9672,"Sun, 23 Jan 2022 00:00:00 GMT"
9784584fda944adc9e9ec3918a39f2a6-102,3773,Z,tienda-2,13946,11297,"Sun, 16 Jan 2022 00:00:00 GMT"
9784584fda944adc9e9ec3918a39f2a6-102,3772,Z,tienda-3,14786,11977,"Sat, 15 Jan 2022 00:00:00 GMT"
9784584fda944adc9e9ec3918a39f2a6-102,3771,Z,tienda-3,12804,10372,"Tue, 18 Jan 2022 00:00:00 GMT"
9784584fda944adc9e9ec3918a39f2a6-102,3770,Y,tienda-2,60459,48972,"Tue, 04 Jan 2022 00:00:00 GMT"
9784584fda944adc9e9ec3918a39f2a6-102,3769,X,tienda-3,138134,111889,"Tue, 18 Jan 2022 00:00:00 GMT"
9784584fda944adc9e9ec3918a39f2a6-102,3768,Z,tienda-1,10483,8492,"Mon, 24 Jan 2022 00:00:00 GMT"
9784584fda944adc9e9ec3918a39f2a6-102,3767,Z,tienda-1,13906,11264,"Fri, 28 Jan 2022 00:00:00 GMT"
9784584fda944adc9e9ec3918a39f2a6-102,3766,Z,tienda-2,9786,7927,"Fri, 21 Jan 2022 00:00:00 GMT"
9784584fda944adc9e9ec3918a39f2a6-102,3765,Z,tienda-2,8822,7146,"Sat, 29 Jan 2022 00:00:00 GMT"
9784584fda944adc9e9ec3918a39f2a6-102,3764,Z,tienda-2,9277,7515,"Sat, 15 Jan 2022 00:00:00 GMT"
9784584fda944adc9e9ec3918a39f2a6-102,3763,Z,tienda-1,15180,12296,"Wed, 26 Jan 2022 00:00:00 GMT"
9784584fda944adc9e9ec3918a39f2a6-102,3762,Y,tienda-2,61467,49789,"Mon, 17 Jan 2022 00:00:00 GMT"
9784584fda944adc9e9ec3918a39f2a6-102,3761,Y,tienda-1,72888,59040,"Sun, 23 Jan 2022 00:00:00 GMT"
9784584fda944adc9e9ec3918a39f2a6-102,3760,X,tienda-2,122198,98981,"Tue, 04 Jan 2022 00:00:00 GMT"
9784584fda944adc9e9ec3918a39f2a6-102,3759,Z,tienda-1,8893,7204,"Tue, 25 Jan 2022 00:00:00 GMT"
9784584fda944adc9e9ec3918a39f2a6-102,3758,Z,tienda-3,13558,10982,"Sat, 29 Jan 2022 00:00:00 GMT"
8047df795292488bb91e7670f5a99f43-101,3757,X,web,109564,88747,"Mon, 03 Jan 2022 00:00:00 GMT"
8047df795292488bb91e7670f5a99f43-101,3756,Z,web,11518,9330,"Wed, 26 Jan 2022 00:00:00 GMT"
8047df795292488bb91e7670f5a99f43-101,3755,Y,web,62628,50729,"Wed, 05 Jan 2022 00:00:00 GMT"
8047df795292488bb91e7670f5a99f43-101,3754,Z,tienda-3,9269,7508,"Fri, 21 Jan 2022 00:00:00 GMT"
8047df795292488bb91e7670f5a99f43-101,3753,Z,tienda-3,12397,10042,"Fri, 21 Jan 2022 00:00:00 GMT"
8047df795292488bb91e7670f5a99f43-101,3752,Z,tienda-3,9618,7791,"Sat, 29 Jan 2022 00:00:00 GMT"
8047df795292488bb91e7670f5a99f43-101,3751,Z,tienda-3,11401,9235,"Tue, 18 Jan 2022 00:00:00 GMT"
8047df795292488bb91e7670f5a99f43-101,3750,Y,tienda-2,63201,51193,"Thu, 20 Jan 2022 00:00:00 GMT"
8047df795292488bb91e7670f5a99f43-101,3749,X,tienda-3,115467,93529,"Sat, 01 Jan 2022 00:00:00 GMT"
8047df795292488bb91e7670f5a99f43-101,3748,Z,tienda-1,14443,11699,"Fri, 28 Jan 2022 00:00:00 GMT"
8047df795292488bb91e7670f5a99f43-101,3747,Z,tienda-1,11956,9685,"Sat, 22 Jan 2022 00:00:00 GMT"
8047df795292488bb91e7670f5a99f43-101,3746,Z,tienda-1,11328,9176,"Tue, 18 Jan 2022 00:00:00 GMT"
8047df795292488bb91e7670f5a99f43-101,3745,Z,tienda-2,15487,12545,"Thu, 27 Jan 2022 00:00:00 GMT"
8047df795292488bb91e7670f5a99f43-101,3744,Z,tienda-3,11820,9575,"Sat, 22 Jan 2022 00:00:00 GMT"
8047df795292488bb91e7670f5a99f43-101,3743,Z,tienda-1,14628,11849,"Mon, 24 Jan 2022 00:00:00 GMT"
8047df795292488bb91e7670f5a99f43-101,3742,Z,tienda-3,15079,12214,"Thu, 27 Jan 2022 00:00:00 GMT"
8047df795292488bb91e7670f5a99f43-101,3741,Y,tienda-2,62672,50765,"Mon, 10 Jan 2022 00:00:00 GMT"
8047df795292488bb91e7670f5a99f43-101,3740,Z,tienda-1,9059,7338,"Wed, 19 Jan 2022 00:00:00 GMT"
8047df795292488bb91e7670f5a99f43-101,3739,Z,tienda-1,9669,7832,"Sat, 15 Jan 2022 00:00:00 GMT"
8047df795292488bb91e7670f5a99f43-101,3738,Z,tienda-1,13176,10673,"Tue, 25 Jan 2022 00:00:00 GMT"
8047df795292488bb91e7670f5a99f43-101,3737,X,tienda-3,103517,83849,"Sun, 09 Jan 2022 00:00:00 GMT"
8047df795292488bb91e7670f5a99f43-101,3736,Z,tienda-2,14465,11717,"Tue, 18 Jan 2022 00:00:00 GMT"
8047df795292488bb91e7670f5a99f43-101,3735,Z,tienda-3,11614,9408,"Thu, 20 Jan 2022 00:00:00 GMT"
8047df795292488bb91e7670f5a99f43-101,3734,Z,tienda-1,10864,8800,"Sun, 16 Jan 2022 00:00:00 GMT"
8047df795292488bb91e7670f5a99f43-101,3733,X,tienda-3,112888,91440,"Mon, 10 Jan 2022 00:00:00 GMT"
8047df795292488bb91e7670f5a99f43-101,3732,Z,tienda-2,9320,7550,"Sun, 16 Jan 2022 00:00:00 GMT"
8047df795292488bb91e7670f5a99f43-101,3731,Z,tienda-3,11130,9016,"Sat, 15 Jan 2022 00:00:00 GMT"
8047df795292488bb91e7670f5a99f43-101,3730,X,tienda-3,133679,108280,"Sun, 02 Jan 2022 00:00:00 GMT"
8047df795292488bb91e7670f5a99f43-101,3729,Z,tienda-3,14029,11364,"Sat, 15 Jan 2022 00:00:00 GMT"
8047df795292488bb91e7670f5a99f43-101,3728,Z,tienda-1,9981,8085,"Tue, 25 Jan 2022 00:00:00 GMT"
8047df795292488bb91e7670f5a99f43-101,3727,Z,tienda-3,9724,7877,"Sat, 29 Jan 2022 00:00:00 GMT"
8047df795292488bb91e7670f5a99f43-101,3726,Z,tienda-3,11180,9056,"Thu, 27 Jan 2022 00:00:00 GMT"
8047df795292488bb91e7670f5a99f43-101,3725,Z,tienda-3,10075,8161,"Fri, 28 Jan 2022 00:00:00 GMT"
8047df795292488bb91e7670f5a99f43-101,3724,Z,tienda-1,15337,12423,"Sun, 16 Jan 2022 00:00:00 GMT"
8047df795292488bb91e7670f5a99f43-101,3723,Z,tienda-3,10123,8200,"Mon, 17 Jan 2022 00:00:00 GMT"
8047df795292488bb91e7670f5a99f43-101,3722,Z,tienda-2,11066,8964,"Sat, 15 Jan 2022 00:00:00 GMT"
8047df795292488bb91e7670f5a99f43-101,3721,Z,tienda-3,12658,10253,"Mon, 17 Jan 2022 00:00:00 GMT"
8047df795292488bb91e7670f5a99f43-101,3720,Z,tienda-3,13598,11015,"Sun, 16 Jan 2022 00:00:00 GMT"
8047df795292488bb91e7670f5a99f43-101,3719,Y,tienda-2,63230,51217,"Sun, 09 Jan 2022 00:00:00 GMT"
ecc08bdf5855439a9ca64a903ccf9a6a-100,3718,Z,web,15659,12684,"Sat, 29 Jan 2022 00:00:00 GMT"
ecc08bdf5855439a9ca64a903ccf9a6a-100,3717,Z,web,11364,9205,"Mon, 24 Jan 2022 00:00:00 GMT"
ecc08bdf5855439a9ca64a903ccf9a6a-100,3716,Z,tienda-3,12092,9795,"Thu, 27 Jan 2022 00:00:00 GMT"
ecc08bdf5855439a9ca64a903ccf9a6a-100,3715,Z,tienda-3,11111,9000,"Thu, 20 Jan 2022 00:00:00 GMT"
ecc08bdf5855439a9ca64a903ccf9a6a-100,3714,Y,tienda-2,57841,46852,"Fri, 28 Jan 2022 00:00:00 GMT"
ecc08bdf5855439a9ca64a903ccf9a6a-100,3713,Y,tienda-1,52197,42280,"Sat, 29 Jan 2022 00:00:00 GMT"
ecc08bdf5855439a9ca64a903ccf9a6a-100,3712,Z,tienda-1,15198,12311,"Sat, 15 Jan 2022 00:00:00 GMT"
ecc08bdf5855439a9ca64a903ccf9a6a-100,3711,X,tienda-2,110527,89527,"Sat, 08 Jan 2022 00:00:00 GMT"
ecc08bdf5855439a9ca64a903ccf9a6a-100,3710,Z,tienda-2,9641,7810,"Sat, 22 Jan 2022 00:00:00 GMT"
ecc08bdf5855439a9ca64a903ccf9a6a-100,3709,Z,tienda-3,15861,12848,"Sun, 16 Jan 2022 00:00:00 GMT"
ecc08bdf5855439a9ca64a903ccf9a6a-100,3708,Z,tienda-2,12471,10102,"Fri, 28 Jan 2022 00:00:00 GMT"
ecc08bdf5855439a9ca64a903ccf9a6a-100,3707,Z,tienda-1,9685,7845,"Thu, 20 Jan 2022 00:00:00 GMT"
ecc08bdf5855439a9ca64a903ccf9a6a-100,3706,Z,tienda-2,14854,12032,"Sat, 15 Jan 2022 00:00:00 GMT"
ecc08bdf5855439a9ca64a903ccf9a6a-100,3705,X,tienda-2,123398,99953,"Thu, 13 Jan 2022 00:00:00 GMT"
ecc08bdf5855439a9ca64a903ccf9a6a-100,3704,Z,tienda-1,11646,9434,"Thu, 20 Jan 2022 00:00:00 GMT"
ecc08bdf5855439a9ca64a903ccf9a6a-100,3703,X,tienda-1,131469,106490,"Mon, 17 Jan 2022 00:00:00 GMT"
ecc08bdf5855439a9ca64a903ccf9a6a-100,3702,Z,tienda-1,9411,7623,"Sun, 16 Jan 2022 00:00:00 GMT"
